age,income,credit_score,debt_amount,monthly_expenses,employment_years,loan_amount,existing_credits,interest_rate,payment_history,default
41.0,35410.13,808.0,20347.47,10000.0,4.4,35070.98,1.0,16.4,71.84,1.0
40.0,26071.08,,11053.32,9705.06,2.3,26671.0,2.0,13.64,88.64,1.0
28.0,25208.78,696.0,7695.46,6300.05,8.4,27727.27,6.0,11.39,100.0,0.0
45.0,39643.95,629.0,11505.82,10000.0,8.5,29328.8,7.0,15.87,77.82,1.0
56.0,24893.54,611.0,13826.82,10000.0,6.2,33898.53,4.0,4.89,100.0,0.0
40.0,30010.59,600.0,20004.7,10000.0,3.1,40877.09,2.0,13.58,80.43,0.0
46.0,30156.53,580.0,30700.46,8488.69,0.9,19458.64,4.0,14.35,73.67,1.0
58.0,20254.31,574.0,32743.18,6960.84,5.5,11218.69,3.0,11.71,92.24,1.0
47.0,20000.0,780.0,2022.67,7299.24,1.4,32182.63,1.0,12.26,66.87,0.0
32.0,47471.9,632.0,33746.91,10000.0,1.6,35566.05,6.0,9.83,97.57,1.0
43.0,42093.81,809.0,22539.06,10000.0,1.6,30056.82,2.0,13.67,100.0,1.0
35.0,74272.6,712.0,8988.91,10000.0,3.6,22040.89,1.0,11.95,82.41,1.0
49.0,90235.95,637.0,1401.65,10000.0,5.7,52786.25,4.0,10.68,59.41,1.0
35.0,43317.14,692.0,33676.03,9898.53,3.1,31066.48,7.0,10.31,63.55,1.0
39.0,30890.97,645.0,35302.54,10000.0,1.2,35368.25,3.0,11.78,69.58,0.0
59.0,43060.94,703.0,23664.24,10000.0,6.9,35213.5,1.0,10.91,52.7,1.0
44.0,20000.0,721.0,11143.27,5954.58,0.8,28191.77,0.0,10.56,92.55,1.0
36.0,57140.21,521.0,45241.99,10000.0,5.9,43153.84,0.0,10.31,,1.0
27.0,20000.0,567.0,18725.16,6884.09,0.5,40261.27,7.0,10.66,81.18,1.0
,50932.91,737.0,48273.12,10000.0,9.4,31616.85,3.0,12.5,75.82,1.0
53.0,42378.96,773.0,34862.35,10000.0,0.8,25679.21,4.0,12.25,87.56,1.0
45.0,43168.45,794.0,15012.08,10000.0,3.3,25991.61,1.0,11.81,70.05,1.0
37.0,42097.74,545.0,50373.3,10000.0,1.0,12625.83,4.0,10.94,76.45,0.0
24.0,42313.83,633.0,68446.21,10000.0,3.7,34059.74,4.0,7.96,75.12,1.0
38.0,117541.8,608.0,55309.12,10000.0,2.1,26254.13,1.0,9.02,61.79,1.0
35.0,26814.01,710.0,33118.4,10000.0,13.1,21570.19,7.0,,60.38,0.0
40.0,42235.31,691.0,22051.08,10000.0,1.2,39305.34,7.0,14.62,86.57,1.0
44.0,51542.45,694.0,18842.73,10000.0,4.3,27955.98,2.0,13.71,60.18,1.0
53.0,20078.62,657.0,20313.17,6280.03,1.7,41486.28,5.0,11.92,85.27,0.0
27.0,29419.23,640.0,14044.15,10000.0,5.1,40750.63,0.0,14.79,96.63,0.0
18.0,40457.75,615.0,14515.42,10000.0,3.4,31281.48,2.0,13.13,89.03,0.0
34.0,72671.33,624.0,32163.89,10000.0,0.4,28229.71,3.0,16.38,77.24,1.0
46.0,23299.76,681.0,38350.0,7346.11,7.8,20645.56,5.0,16.17,49.21,0.0
21.0,20000.0,533.0,32202.96,7460.46,1.1,25765.72,3.0,14.24,99.17,1.0
35.0,57013.19,536.0,27680.18,10000.0,1.7,29342.9,7.0,10.61,69.11,1.0
39.0,29023.11,595.0,40243.95,10000.0,5.5,40929.69,,16.16,61.13,1.0
47.0,41414.22,551.0,52553.78,9177.91,1.3,26847.85,2.0,14.52,74.47,1.0
39.0,20000.0,686.0,43493.71,6082.5,4.2,24084.74,1.0,12.38,81.5,0.0
31.0,30480.82,574.0,14055.23,8245.14,1.3,28632.43,4.0,12.43,82.14,0.0
42.0,34500.55,651.0,12150.68,7958.39,0.4,19885.5,6.0,8.88,71.43,1.0
49.0,41966.35,664.0,29098.48,10000.0,2.4,19930.5,3.0,12.09,66.0,1.0
47.0,30718.95,682.0,22466.16,9219.27,2.0,14857.42,6.0,10.82,89.53,1.0
42.0,45627.2,564.0,18095.09,10000.0,1.2,26608.73,5.0,12.75,100.0,1.0
25.0,42403.71,705.0,11694.84,10000.0,0.8,28245.24,7.0,12.68,87.21,1.0
28.0,56708.32,751.0,6197.61,10000.0,10.6,33490.87,0.0,11.68,46.58,0.0
46.0,20000.0,721.0,17973.41,4537.35,1.3,51819.35,4.0,11.87,57.65,1.0
42.0,,656.0,15661.41,10000.0,5.7,27604.83,7.0,9.14,83.1,0.0
26.0,26343.87,676.0,44004.99,9347.65,0.3,52925.88,4.0,12.4,61.3,1.0
18.0,22011.8,612.0,29531.16,9504.54,4.0,23129.28,0.0,16.45,85.79,0.0
56.0,56795.12,631.0,28678.98,10000.0,0.9,34421.06,4.0,13.61,100.0,1.0
37.0,26359.24,582.0,42838.02,7425.61,0.8,25045.56,7.0,7.84,79.58,0.0
55.0,20000.0,671.0,1872.35,5251.68,1.0,21719.32,3.0,12.13,85.9,1.0
39.0,36963.64,520.0,26763.05,9612.98,1.8,35789.17,1.0,9.68,63.01,1.0
25.0,49385.05,494.0,29245.99,10000.0,8.1,15449.48,0.0,7.7,100.0,1.0
28.0,68276.31,585.0,6456.23,10000.0,2.9,32843.47,0.0,10.8,100.0,1.0
50.0,24513.16,499.0,,6072.4,1.6,32085.72,7.0,12.36,55.66,1.0
18.0,36012.51,685.0,30750.99,10000.0,2.4,34649.06,1.0,11.85,61.78,1.0
38.0,69958.84,647.0,21792.03,10000.0,0.5,49551.01,4.0,15.39,69.65,1.0
40.0,20000.0,692.0,36223.97,6120.42,1.4,13339.46,1.0,13.8,54.76,1.0
36.0,,708.0,20384.01,10000.0,0.2,20728.61,2.0,10.56,55.78,0.0
61.0,68972.41,588.0,18022.23,10000.0,5.6,47582.49,0.0,15.83,90.4,1.0
33.0,24315.12,532.0,36965.1,6569.16,0.2,34370.03,2.0,12.7,60.48,0.0
55.0,73003.51,580.0,58418.68,10000.0,5.5,23927.89,7.0,12.52,,0.0
31.0,31413.71,651.0,50991.5,8953.65,3.2,24357.39,0.0,7.28,95.92,1.0
32.0,44448.05,729.0,10633.93,9791.62,3.0,37732.94,1.0,15.58,78.49,1.0
43.0,46713.6,793.0,19257.28,9812.84,1.7,32101.0,2.0,16.16,71.07,0.0
22.0,23831.53,720.0,47645.75,8489.05,1.4,33148.25,2.0,12.13,82.09,1.0
39.0,37572.97,591.0,13422.12,10000.0,1.6,15052.25,6.0,9.96,93.36,0.0
47.0,32919.34,665.0,8949.85,10000.0,18.5,35234.69,7.0,13.31,83.77,0.0
60.0,26106.76,727.0,23173.18,9417.8,11.9,24620.35,0.0,14.3,71.18,1.0
46.0,64970.16,580.0,28552.56,10000.0,4.3,19784.17,5.0,13.37,83.23,0.0
40.0,20592.24,743.0,49101.96,8362.42,1.8,26326.79,4.0,19.6,94.08,1.0
34.0,25400.01,523.0,18597.66,10000.0,2.6,30445.17,0.0,15.43,39.37,1.0
29.0,47517.99,722.0,1953.95,10000.0,1.2,35063.47,5.0,10.76,79.49,1.0
29.0,24484.37,655.0,15529.09,7383.65,2.3,38641.71,7.0,12.79,76.62,0.0
54.0,60141.84,613.0,23803.32,10000.0,1.3,24590.48,4.0,14.23,65.03,1.0
32.0,66220.25,495.0,26120.14,10000.0,2.8,44642.06,2.0,8.53,58.93,0.0
36.0,64546.49,632.0,23759.61,10000.0,1.4,20876.3,3.0,11.27,67.36,1.0
48.0,59910.6,606.0,44663.48,10000.0,0.7,19366.49,1.0,11.34,69.01,1.0
54.0,25093.26,,29116.33,10000.0,0.7,11670.13,0.0,9.81,96.15,0.0
47.0,26541.48,781.0,17001.89,10000.0,1.9,10398.61,6.0,10.02,87.2,1.0
41.0,35468.87,615.0,22469.17,10000.0,0.1,24419.61,2.0,9.57,90.38,1.0
18.0,53047.21,664.0,26700.23,10000.0,0.8,26465.6,4.0,11.67,79.92,1.0
18.0,20000.0,728.0,9649.97,9404.63,4.4,20875.47,6.0,14.08,53.84,1.0
29.0,29657.34,573.0,30892.57,8059.35,3.0,25766.85,7.0,10.03,93.49,0.0
38.0,96453.11,621.0,13396.84,10000.0,2.2,12059.42,3.0,8.96,57.41,1.0
44.0,20412.18,766.0,9300.05,4851.37,1.4,32434.62,7.0,8.49,73.1,1.0
18.0,66960.72,614.0,46148.63,10000.0,3.4,30418.15,5.0,7.69,93.74,1.0
33.0,24974.88,669.0,10196.63,10000.0,4.0,53523.75,3.0,9.31,98.74,0.0
31.0,70969.27,701.0,36509.93,10000.0,0.8,25270.07,5.0,12.8,75.48,0.0
50.0,24996.89,594.0,20438.8,10000.0,0.7,35660.95,7.0,13.58,72.16,0.0
30.0,42106.74,745.0,20136.74,10000.0,0.8,21550.01,5.0,14.37,79.14,1.0
45.0,20000.0,750.0,22290.85,4410.54,3.6,21658.38,1.0,8.31,65.5,0.0
50.0,32940.45,685.0,52951.14,10000.0,0.3,28474.96,5.0,5.18,94.41,1.0
40.0,32872.96,653.0,21456.12,10000.0,1.0,30981.98,6.0,9.15,84.36,0.0
52.0,41575.64,688.0,23514.7,,12.3,14659.54,4.0,8.2,77.44,0.0
43.0,28970.11,688.0,32131.48,6370.2,0.4,31962.38,2.0,17.56,87.75,0.0
45.0,35128.38,699.0,12027.5,10000.0,2.0,18562.93,3.0,12.74,80.66,0.0
41.0,54375.99,661.0,28095.77,10000.0,2.3,41393.56,7.0,14.15,65.93,
31.0,34105.16,537.0,47367.78,10000.0,0.9,48254.58,2.0,10.21,65.75,1.0
44.0,50477.35,649.0,11587.75,10000.0,3.7,38631.51,3.0,12.76,93.31,0.0
47.0,55456.62,613.0,50613.72,10000.0,8.1,28614.84,1.0,14.54,84.09,0.0
54.0,58983.51,616.0,16661.81,10000.0,2.6,39825.91,2.0,7.77,67.91,1.0
41.0,27960.82,754.0,43896.41,6820.69,3.2,31682.65,7.0,9.01,80.89,1.0
59.0,23117.33,620.0,21632.28,8332.8,2.3,25926.67,0.0,13.84,70.09,1.0
30.0,137136.09,684.0,12086.84,10000.0,12.1,31481.23,0.0,10.58,86.08,1.0
35.0,20000.0,572.0,3889.42,5344.33,10.0,35974.88,7.0,13.44,70.1,1.0
49.0,53629.8,588.0,21933.38,10000.0,1.8,39146.75,4.0,11.4,100.0,1.0
37.0,44745.31,579.0,16849.03,10000.0,5.2,48373.71,6.0,7.54,74.21,0.0
46.0,67046.46,646.0,22666.52,10000.0,0.5,36067.56,5.0,12.92,82.96,1.0
42.0,62334.67,644.0,25605.1,10000.0,0.3,40478.6,4.0,13.78,88.1,1.0
37.0,43054.59,759.0,28196.12,10000.0,0.4,17299.74,3.0,11.09,81.5,0.0
51.0,27033.04,632.0,11433.02,10000.0,1.5,41788.3,4.0,11.21,85.43,1.0
35.0,45894.97,663.0,8437.82,10000.0,0.3,46426.09,1.0,3.0,92.63,1.0
26.0,38340.12,511.0,28908.19,10000.0,3.1,29424.88,1.0,12.69,74.46,1.0
37.0,70609.84,569.0,14883.71,10000.0,1.8,18683.13,3.0,,85.33,0.0
40.0,42777.74,786.0,43777.51,10000.0,1.0,41283.57,0.0,,93.39,0.0
28.0,20000.0,807.0,8976.84,4171.34,0.3,26026.68,3.0,13.31,71.03,0.0
48.0,23287.19,534.0,29197.65,8910.18,2.4,36922.6,0.0,8.35,70.51,1.0
49.0,32853.55,752.0,44076.06,10000.0,4.3,22109.58,0.0,12.31,55.0,1.0
43.0,53331.47,630.0,55625.72,10000.0,0.9,27264.02,7.0,10.11,71.28,0.0
18.0,35912.42,571.0,24125.96,10000.0,2.3,22404.97,0.0,7.95,90.86,
29.0,20000.0,700.0,32034.09,6685.15,1.5,32656.79,0.0,12.7,93.71,0.0
41.0,52365.04,733.0,42252.97,10000.0,1.5,28788.07,5.0,10.98,100.0,1.0
53.0,,741.0,17774.07,5611.34,4.1,29607.99,3.0,12.78,63.36,0.0
36.0,48472.18,726.0,45067.78,10000.0,18.1,26823.62,5.0,10.65,77.5,1.0
25.0,33560.87,535.0,8029.66,10000.0,2.5,44964.17,2.0,10.0,78.07,1.0
51.0,24248.77,703.0,29008.54,10000.0,0.7,29627.05,4.0,11.3,77.45,0.0
30.0,59724.01,604.0,18260.39,10000.0,17.3,20471.83,6.0,13.78,59.45,0.0
43.0,45768.49,558.0,27278.31,10000.0,1.9,37061.3,4.0,13.4,69.76,0.0
22.0,46446.74,668.0,39357.08,10000.0,2.2,30955.89,6.0,10.88,95.89,0.0
55.0,25457.28,707.0,14137.63,7485.14,3.0,14427.19,6.0,15.41,88.43,1.0
46.0,38012.37,599.0,12190.64,10000.0,0.4,23233.81,7.0,14.09,58.9,1.0
59.0,20000.0,692.0,21004.48,8194.17,1.5,14489.52,0.0,15.4,60.06,0.0
44.0,21917.45,623.0,27439.34,9803.46,5.2,4245.21,1.0,9.18,95.87,1.0
37.0,23219.09,646.0,45206.55,7374.75,1.5,28399.06,5.0,15.86,55.96,1.0
30.0,88763.42,632.0,19882.19,10000.0,0.6,6613.4,7.0,15.65,46.76,0.0
18.0,35393.29,615.0,29391.46,7869.16,0.9,34747.21,3.0,12.55,70.05,0.0
51.0,38239.61,788.0,41335.89,10000.0,3.5,31814.02,5.0,9.95,80.83,1.0
18.0,97092.1,724.0,19625.38,10000.0,4.3,39362.7,5.0,10.37,69.98,1.0
43.0,20000.0,750.0,18775.46,4249.2,0.7,15522.15,3.0,16.49,74.16,0.0
31.0,24954.06,850.0,39777.98,10000.0,4.2,13948.74,7.0,11.04,67.43,1.0
62.0,44767.94,783.0,410.24,10000.0,4.2,20007.81,3.0,9.06,69.28,1.0
,23548.29,583.0,2212.46,6621.49,4.2,24258.27,7.0,12.89,96.88,1.0
23.0,20000.0,597.0,2415.02,6806.7,7.8,24956.1,4.0,13.39,82.48,1.0
22.0,51748.93,662.0,26602.11,10000.0,2.1,30236.72,2.0,9.17,48.97,1.0
37.0,41045.26,,1542.59,10000.0,,36498.68,6.0,15.55,78.54,0.0
38.0,49631.19,655.0,10441.91,10000.0,1.9,28546.76,7.0,13.11,81.99,0.0
45.0,32955.6,,32495.49,10000.0,2.4,21705.06,5.0,8.61,90.14,0.0
45.0,23250.29,623.0,1666.51,,0.6,17086.65,5.0,9.03,86.44,1.0
46.0,32595.1,599.0,49789.6,10000.0,0.3,21266.32,3.0,6.07,72.83,0.0
34.0,60972.15,670.0,21495.63,10000.0,2.8,13058.1,4.0,11.64,82.53,0.0
46.0,20000.0,579.0,54509.52,9631.38,0.4,22497.12,1.0,11.91,,1.0
28.0,56670.14,737.0,30968.41,10000.0,,38544.13,0.0,15.83,100.0,1.0
42.0,79051.04,649.0,29098.24,10000.0,5.1,33319.83,2.0,12.44,78.42,1.0
28.0,33715.04,674.0,44477.09,10000.0,2.2,33452.42,1.0,16.97,73.52,1.0
34.0,24590.54,771.0,32644.25,9523.69,5.7,11234.18,1.0,11.84,84.41,0.0
58.0,48770.18,584.0,12356.02,10000.0,2.0,31593.69,4.0,9.81,66.24,1.0
37.0,27343.79,746.0,15667.55,6747.7,10.0,51365.94,1.0,7.6,48.12,1.0
39.0,25430.9,572.0,32156.7,7798.7,1.8,38773.31,4.0,5.62,70.73,0.0
44.0,34260.87,733.0,24120.6,10000.0,1.4,29569.0,7.0,11.12,76.55,0.0
37.0,37713.28,766.0,31213.63,10000.0,3.4,31821.88,6.0,13.76,74.09,0.0
35.0,46441.72,691.0,3708.94,10000.0,1.7,26743.6,1.0,8.91,42.93,1.0
37.0,60723.01,477.0,54678.68,10000.0,1.0,14498.99,6.0,7.02,66.62,0.0
44.0,39948.61,763.0,1762.42,10000.0,0.3,20941.18,0.0,13.51,64.74,0.0
33.0,78573.74,710.0,32434.17,10000.0,0.8,25432.08,3.0,12.75,83.74,1.0
67.0,24114.15,592.0,1785.57,7313.58,0.8,13155.04,5.0,4.54,69.93,0.0
48.0,44489.39,642.0,22164.75,8996.08,3.6,21015.87,6.0,12.78,81.04,1.0
33.0,27004.91,764.0,13342.7,10000.0,1.2,,,15.26,100.0,0.0
44.0,53483.75,642.0,39422.19,10000.0,,25358.37,7.0,11.48,72.85,0.0
46.0,44695.53,633.0,32326.45,9012.11,2.0,25487.53,6.0,9.28,78.38,1.0
,42054.55,541.0,1666.61,10000.0,0.8,40091.67,2.0,15.91,64.83,1.0
44.0,20000.0,696.0,28056.39,7077.98,4.3,25815.38,4.0,11.41,92.19,0.0
43.0,45389.96,814.0,29403.99,10000.0,4.8,50659.21,1.0,14.14,75.7,0.0
47.0,26093.76,663.0,8501.24,6528.38,2.7,35182.39,6.0,6.67,100.0,0.0
32.0,20735.08,549.0,5262.71,6342.43,2.3,28975.67,0.0,14.09,99.14,0.0
38.0,71696.57,630.0,22807.9,10000.0,1.3,50245.98,2.0,12.94,87.61,1.0
46.0,51029.25,747.0,21557.67,10000.0,3.6,14403.34,3.0,10.54,77.54,1.0
34.0,59564.06,850.0,18448.77,10000.0,3.1,12743.78,3.0,6.65,77.94,1.0
24.0,27699.57,739.0,,10000.0,0.7,41884.86,2.0,9.81,74.83,1.0
61.0,31215.39,603.0,29580.31,8194.74,3.5,38213.08,7.0,9.11,85.57,1.0
49.0,71975.92,631.0,24937.53,10000.0,9.2,41868.75,5.0,8.2,85.05,1.0
36.0,26817.52,624.0,5449.31,10000.0,0.9,28396.86,0.0,13.48,84.24,0.0
59.0,56533.7,611.0,341.18,10000.0,3.5,35943.61,0.0,13.62,83.87,1.0
44.0,59620.55,597.0,36836.46,10000.0,2.3,25096.66,5.0,12.75,76.88,1.0
46.0,55718.39,613.0,9542.32,10000.0,16.5,32562.71,2.0,11.57,100.0,0.0
31.0,45695.58,638.0,50736.57,9912.65,1.4,33391.74,0.0,20.48,66.12,1.0
50.0,20597.89,668.0,47343.35,10000.0,1.0,18512.54,1.0,10.03,81.56,1.0
36.0,42481.08,631.0,21001.41,10000.0,3.7,33486.89,3.0,13.87,85.13,0.0
58.0,20000.0,651.0,14951.69,5724.17,0.6,10878.49,7.0,14.37,83.69,0.0
34.0,38914.17,682.0,23622.08,10000.0,2.4,19389.57,2.0,16.45,70.22,0.0
54.0,20000.0,681.0,12600.54,4087.23,0.3,13500.16,0.0,10.88,81.96,0.0
31.0,25092.89,629.0,50939.27,10000.0,0.4,27668.45,0.0,8.6,88.62,1.0
27.0,46559.62,639.0,30668.01,,5.1,24327.42,1.0,17.04,75.15,1.0
57.0,28991.79,634.0,33782.52,9663.44,2.9,51367.89,6.0,9.53,76.93,0.0
22.0,20868.16,610.0,15097.66,5515.44,5.1,35915.57,3.0,10.8,84.82,1.0
39.0,29534.89,632.0,32587.44,9903.62,2.0,10881.22,0.0,14.46,99.55,1.0
45.0,60666.6,607.0,39654.25,10000.0,0.8,26977.53,,11.7,45.03,0.0
41.0,40026.13,560.0,9163.19,9943.88,1.4,20000.71,0.0,12.46,67.12,1.0
43.0,23611.17,744.0,27402.78,5199.53,9.6,27674.05,6.0,10.1,70.72,1.0
41.0,91610.02,642.0,11041.18,10000.0,1.1,25899.85,3.0,16.89,81.89,0.0
30.0,20000.0,615.0,2770.83,9437.93,5.5,22769.95,6.0,19.93,40.81,1.0
46.0,29094.54,659.0,25911.44,9054.45,1.5,42531.27,5.0,8.31,76.43,0.0
47.0,20802.09,610.0,21143.64,8674.69,0.7,27216.57,0.0,12.06,82.16,0.0
53.0,20834.91,669.0,42505.89,4402.74,1.5,35195.17,1.0,11.51,95.98,1.0
32.0,50979.28,557.0,22704.09,10000.0,1.8,18473.64,5.0,11.64,77.69,1.0
49.0,34087.65,670.0,1870.27,10000.0,4.6,44057.36,4.0,11.71,83.9,1.0
31.0,61263.53,594.0,32375.64,10000.0,3.4,33926.47,2.0,9.31,87.66,0.0
52.0,29171.75,637.0,37218.21,10000.0,3.0,30128.88,0.0,14.12,75.12,1.0
28.0,56821.05,601.0,21735.59,10000.0,1.8,45160.26,2.0,16.57,100.0,0.0
52.0,26357.26,850.0,42747.8,10000.0,2.6,14379.33,7.0,10.12,73.74,0.0
45.0,33709.42,616.0,24582.28,10000.0,2.2,27998.07,5.0,11.22,,0.0
18.0,29937.0,712.0,25324.34,6715.09,20.4,42323.26,4.0,18.79,93.25,1.0
29.0,37324.65,696.0,17839.13,10000.0,16.3,27148.67,2.0,12.42,87.06,1.0
80.0,32300.42,727.0,23506.77,10000.0,0.3,23321.13,2.0,15.23,56.44,1.0
54.0,40065.57,623.0,23246.02,10000.0,2.3,22491.85,3.0,15.06,83.5,0.0
49.0,20000.0,596.0,23739.17,7738.71,1.8,39560.22,7.0,12.21,69.83,0.0
26.0,37366.51,708.0,22234.83,10000.0,2.4,20916.68,6.0,16.5,97.08,0.0
58.0,32309.72,687.0,23675.26,9024.68,0.4,31949.29,7.0,9.14,86.34,1.0
33.0,20000.0,676.0,54083.53,6959.24,0.4,36598.72,3.0,11.05,94.15,1.0
61.0,62919.07,733.0,24614.71,10000.0,4.4,22765.23,6.0,10.05,99.57,0.0
39.0,50738.85,592.0,19637.15,10000.0,4.5,27769.95,4.0,15.94,85.43,0.0
54.0,71794.21,558.0,47503.68,10000.0,2.2,24749.05,4.0,15.91,73.12,0.0
37.0,36218.86,690.0,7966.26,10000.0,0.8,14437.62,4.0,18.25,70.17,1.0
24.0,49610.21,818.0,15500.09,10000.0,11.6,20684.43,0.0,10.77,71.45,0.0
45.0,39237.52,504.0,34332.27,9295.57,4.8,38449.57,5.0,13.36,75.41,1.0
30.0,37395.56,598.0,27904.98,10000.0,2.3,25598.44,2.0,9.55,95.75,0.0
29.0,53991.17,655.0,1142.78,10000.0,1.9,34729.78,3.0,13.47,83.48,1.0
59.0,36874.21,633.0,15575.01,10000.0,5.6,35827.23,3.0,8.6,62.26,0.0
41.0,35735.77,609.0,7908.67,10000.0,0.3,29087.18,0.0,13.53,87.16,1.0
32.0,20000.0,502.0,21810.94,6678.6,0.6,8476.33,0.0,9.35,78.47,1.0
35.0,32270.67,554.0,9957.85,10000.0,0.9,33223.73,0.0,13.68,86.8,1.0
57.0,21017.58,677.0,30387.24,7560.85,14.4,42401.68,1.0,10.63,68.42,1.0
51.0,32845.6,604.0,56410.36,8112.46,3.7,38032.45,0.0,16.11,89.27,1.0
26.0,33006.44,709.0,36005.05,10000.0,22.1,23864.73,4.0,16.63,77.59,1.0
52.0,64822.49,654.0,3350.74,10000.0,8.7,29928.81,2.0,14.57,69.61,1.0
46.0,37478.1,739.0,30733.75,10000.0,5.6,46871.19,4.0,15.39,84.98,1.0
43.0,36049.26,665.0,5741.2,10000.0,0.6,26259.39,1.0,14.25,74.1,1.0
36.0,73458.77,647.0,43062.26,10000.0,1.8,41533.45,7.0,11.47,85.62,0.0
57.0,29363.89,466.0,16045.24,10000.0,2.8,38936.74,7.0,14.79,91.69,1.0
48.0,80628.46,625.0,47278.1,10000.0,3.1,9440.32,1.0,13.21,93.76,1.0
36.0,40799.68,750.0,44432.67,10000.0,2.2,27345.65,0.0,10.73,81.49,0.0
44.0,40833.01,483.0,24410.05,10000.0,2.3,29293.63,7.0,8.97,60.41,1.0
29.0,27832.64,505.0,24353.03,9044.67,2.4,24390.53,4.0,6.17,65.28,1.0
43.0,39861.68,712.0,20899.77,10000.0,1.7,27839.01,2.0,9.57,79.52,1.0
42.0,26728.22,760.0,14872.05,7005.05,0.7,28005.42,3.0,8.97,71.45,0.0
37.0,59137.28,646.0,37428.72,10000.0,4.2,38181.94,3.0,14.14,94.26,1.0
30.0,46349.37,616.0,3758.54,10000.0,3.0,41126.14,1.0,13.47,75.33,1.0
40.0,29346.21,653.0,,8312.89,1.2,21508.89,7.0,9.85,69.57,0.0
48.0,35167.65,585.0,16604.2,10000.0,3.6,46963.68,5.0,13.02,58.89,1.0
36.0,20000.0,660.0,24276.98,9428.48,0.6,20385.98,5.0,15.23,95.3,0.0
43.0,41455.45,,7793.13,10000.0,1.0,42445.75,1.0,13.45,56.78,0.0
53.0,20000.0,643.0,,7438.04,0.3,29298.6,0.0,7.24,74.33,1.0
31.0,20000.0,644.0,11279.06,9591.91,5.8,25518.34,1.0,3.78,77.5,1.0
32.0,73643.56,679.0,38854.06,10000.0,3.8,25416.81,3.0,12.96,97.58,1.0
43.0,21216.89,506.0,18686.18,5610.42,10.4,30876.2,2.0,13.88,69.71,1.0
40.0,26131.93,678.0,48818.1,8615.12,2.6,23181.78,5.0,10.31,96.81,0.0
41.0,20000.0,589.0,21411.74,9204.38,1.8,37906.73,2.0,20.87,64.14,0.0
62.0,41618.65,596.0,38931.61,10000.0,1.9,40036.71,7.0,9.1,99.01,0.0
25.0,86029.52,640.0,35060.54,10000.0,1.1,35442.19,1.0,19.12,52.71,0.0
37.0,40011.91,751.0,52451.89,8505.97,7.3,37404.35,3.0,17.33,77.03,0.0
36.0,38135.26,600.0,20583.48,10000.0,0.9,47966.81,0.0,12.19,72.8,0.0
29.0,29721.37,526.0,34170.78,10000.0,1.1,41374.62,4.0,10.39,86.9,0.0
37.0,27567.06,609.0,15557.96,9188.59,0.5,37624.57,1.0,20.43,88.93,1.0
30.0,22895.77,704.0,1843.52,5098.34,1.3,40451.67,7.0,14.09,58.59,1.0
30.0,54565.47,606.0,34122.24,10000.0,1.8,21750.41,5.0,11.69,62.2,1.0
35.0,23701.53,599.0,10443.96,8049.51,2.2,43267.15,6.0,8.64,64.44,1.0
40.0,36928.02,519.0,28665.1,10000.0,,52375.5,0.0,12.18,71.9,1.0
61.0,,649.0,22540.6,10000.0,4.2,20484.19,0.0,9.23,59.97,1.0
18.0,20947.96,740.0,17376.64,5480.71,3.2,31693.0,1.0,10.65,70.45,1.0
19.0,36638.0,656.0,31024.21,10000.0,0.7,25522.57,6.0,8.0,87.16,1.0
42.0,50897.86,601.0,34948.18,10000.0,2.5,1222.57,5.0,11.42,71.02,1.0
35.0,33837.2,616.0,7018.1,10000.0,1.3,39019.26,6.0,11.58,71.43,1.0
41.0,20000.0,850.0,39923.54,4913.95,0.5,14820.15,5.0,17.01,100.0,1.0
29.0,41667.73,585.0,16766.7,9191.73,16.0,27958.92,7.0,14.44,94.3,1.0
55.0,20000.0,656.0,20784.37,9267.09,3.7,29459.04,3.0,12.44,69.71,1.0
51.0,22593.53,589.0,32429.06,5358.5,3.8,14335.63,4.0,12.97,89.2,0.0
59.0,85148.12,543.0,41102.8,10000.0,0.7,36500.3,3.0,6.92,79.62,1.0
35.0,21604.23,705.0,24254.13,8969.72,3.7,21472.74,7.0,12.06,90.43,1.0
57.0,30759.97,660.0,21177.74,10000.0,8.2,29177.54,3.0,11.65,64.84,1.0
57.0,112246.05,713.0,38516.37,10000.0,1.9,27320.37,1.0,16.47,71.88,1.0
49.0,33167.09,675.0,8760.6,9604.52,3.5,24590.08,3.0,15.49,62.41,0.0
22.0,30183.55,770.0,23019.05,7819.57,2.5,27186.74,3.0,13.57,96.45,1.0
27.0,35118.92,460.0,33385.2,7527.3,3.3,38656.45,6.0,15.19,92.73,1.0
49.0,31121.67,641.0,31409.92,10000.0,0.7,39211.99,5.0,6.55,48.7,0.0
42.0,20000.0,692.0,34330.45,4903.01,1.1,34733.57,1.0,9.99,75.11,0.0
44.0,23902.23,702.0,16289.78,6132.51,2.2,46008.22,1.0,12.21,98.66,0.0
36.0,54409.82,560.0,16650.51,10000.0,,37759.02,5.0,13.96,68.07,1.0
20.0,35981.39,617.0,30533.79,8468.08,2.0,12370.41,5.0,8.75,100.0,1.0
45.0,84713.0,598.0,32391.17,10000.0,7.8,32460.79,4.0,8.86,67.7,1.0
50.0,44273.4,504.0,731.51,10000.0,28.1,23761.58,7.0,,78.79,1.0
49.0,41036.41,582.0,23457.62,10000.0,1.1,30107.15,5.0,15.11,79.52,1.0
54.0,20000.0,,7871.81,6536.3,1.5,33472.21,6.0,15.89,61.31,0.0
